Date,Check,Amount,Purchase,Category,FOIA No,Link,Requested Date,First Response,Received Date,Muckrock Link
1/21/2014,17251,11987.2,narcotics destruction,routine,15-7067,17251.pdf,11/30/15,12/3/15,12/22/15,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
1/23/2014,17253,8500.0,lexis nexis,routine,15-7067,17253.pdf,11/30/15,12/3/15,12/22/15,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
1/24/2014,17256,106579.24,enterprise,routine,15-7067,17256.pdf,11/30/15,12/3/15,12/22/15,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2/3/2014,17265,10431.3,redacted,redacted,15-7067,17265.pdf,11/30/15,12/3/15,12/22/15,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2/3/2014,17267,15114.78,no data,no data,No data,No data,6/6/16,No data,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2/3/2014,17268,19766.37,phones,routine,15-6586,17268.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2/4/2014,17269,6558.5,lexis nexis,routine,15-6586,17269.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2/21/2014,17279,8500.0,lexis nexis,routine,15-6586,17279.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2/21/2014,17282,15414.01,phones,routine,15-6586,17282.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
3/4/2014,17305,105786.85,enterprise,routine,15-6586,17305.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
3/4/2014,17306,17749.55,phones,routine,15-6586,17306.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
3/7/2014,17310,71175.5,server,routine,15-6586,17310.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
3/11/2014,17312,13110.0,computer purchase,routine,15-6586,17312.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
3/13/2014,17315,6644.5,lexis nexis,routine,15-6586,17315.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
3/19/2014,17326,14912.77,phones,routine,15-6586,17326.pdf,11/4/15,11/13/15,11/20/15,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
3/21/2014,17334,104374.06,enterprise,routine,15-6585,17334.pdf,No data,No data,No data,No data
3/21/2014,17335,17750.53,phones,routine,15-6585,17335.pdf,No data,No data,No data,No data
3/25/2014,17338,6552.75,lexis nexis,routine,15-6585,17338.pdf,No data,No data,No data,No data
4/2/2014,17353,13422.0,server,routine,15-6585,17353.pdf,No data,No data,No data,No data
4/14/2014,17360,9600.0,dea conference,routine,15-6585,17360.pdf,No data,No data,No data,No data
4/14/2014,17384,15265.66,phones,routine,15-6585,17384.pdf,No data,No data,No data,No data
4/16/2014,17387,19081.35,car repair,routine,15-6585,17387.pdf,No data,No data,No data,No data
4/17/2014,17394,17764.48,phones,routine,15-6585,17394.pdf,No data,No data,No data,No data
4/23/2014,17399,8500.25,lexis nexis,routine,15-6585,17399.pdf,No data,No data,No data,No data
5/1/2014,17417,101222.13,enterprise,routine,15-3336,17417.pdf,No data,No data,No data,No data
5/8/2014,17427,59670.0,xfm server,routine,15-4684,17427.pdf,No data,No data,No data,No data
5/20/2014,17451,8500.0,lexis nexis,routine,15-4684,17451.pdf,No data,No data,No data,No data
5/20/2014,17452,385008.0,undercover car,routine,15-3336,17452.pdf,No data,No data,No data,No data
5/27/2014,17461,6489.25,lexis nexis,routine,15-6585,17461.pdf,No data,No data,No data,No data
6/3/2014,17474,104609.93,enterprise,routine,15-3336,17474.pdf,No data,No data,No data,No data
6/3/2014,17475,14465.05,phones,routine,15-6571,17475.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
6/3/2014,17489,17770.69,phones,routine,15-6571,17489.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
6/3/2014,17490,6460.0,lexis nexis,routine,15-6571,17490.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
6/11/2014,17512,14763.59,phones,routine,15-6571,17512.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
6/18/2014,17517,8500.0,lexis nexis,routine,15-4684,17517.pdf,No data,No data,No data,No data
6/18/2014,17519,17756.08,phones,routine,15-6571,17519.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
6/18/2014,17520,7615.91,drug testing,routine,15-6571,17520.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
6/23/2014,17521,512910.0,undercover car,routine,15-3336,17521.pdf,No data,No data,No data,No data
6/24/2014,17524,7493.75,gps trackers,surveillance,15-6571,17524.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
7/1/2014,17529,102805.0,enterprise,routine,15-3336,17529.pdf,No data,No data,No data,No data
7/1/2014,17534,9300.0,filemaker,routine,15-6571,17534.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
7/9/2014,17541,8500.0,lexis nexis,routine,15-4684,17541.pdf,No data,No data,No data,No data
7/9/2014,17543,6485.0,lexis nexis,routine,15-6571,17543.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
7/16/2014,17548,14991.51,phones,routine,15-6571,17548.pdf,11/3/15,11/12/15,11/19/15,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
7/22/2014,17557,7739.0,money counter,routine,15-6690,17557.pdf,No data,No data,No data,No data
7/23/2014,17559,8500.0,lexis nexis,routine,15-4684,17559.pdf,No data,No data,No data,No data
7/23/2014,17561,14434.4,car repair,routine,15-6690,17561.pdf,No data,No data,No data,No data
7/23/2014,17562,105160.15,enterprise,routine,15-3336,17562.pdf,No data,No data,No data,No data
7/25/2014,17563,17969.6,phones,routine,15-6690,17563.pdf,No data,No data,No data,No data
8/4/2014,17578,5790.5,lexis nexis,routine,15-6690,17578.pdf,No data,No data,No data,No data
8/19/2014,17607,5630.34,narcotics destruction,routine,15-6690,17607.pdf,No data,No data,No data,No data
8/20/2014,17612,103346.1,enterprise,routine,15-3336,17612.pdf,No data,No data,No data,No data
9/3/2014,17616,8500.0,lexis nexis,routine,15-4684,17616.pdf,No data,No data,No data,No data
9/3/2014,17623,5882.0,lexis nexis,routine,15-6690,17623.pdf,No data,No data,No data,No data
9/3/2014,17625,15400.25,phones,routine,15-6690,17625.pdf,No data,No data,No data,No data
9/8/2014,17628,7715.04,narcotics destruction,routine,15-6690,17628.pdf,No data,No data,No data,No data
9/18/2014,17635,8500.0,lexis nexis,routine,15-4684,17635.pdf,No data,No data,No data,No data
9/18/2014,17638,18272.33,phones,routine,15-5691,17638.pdf,No data,No data,No data,No data
9/23/2014,17642,102269.79,enterprise,routine,15-3336,17642.pdf,No data,No data,No data,No data
9/24/2014,17643,5811.5,lexis nexis,routine,15-5691,17643.pdf,No data,No data,No data,No data
10/6/2014,17668,15182.78,phones,routine,15-5691,17668.pdf,No data,No data,No data,No data
10/15/2014,17678,8500.0,lexis nexis,routine,15-4684,17678.pdf,No data,No data,No data,No data
10/20/2014,17681,5886.0,phones,routine,15-5691,17681.pdf,No data,No data,No data,No data
10/21/2014,17688,18493.96,phones,routine,15-5691,17688.pdf,No data,No data,No data,No data
10/24/2014,17698,21926.44,phones,routine,15-4684,17698.pdf,No data,No data,No data,No data
10/24/2014,17699,137171.67,penlink,surveillance,15-6529,17699.pdf,No data,No data,No data,No data
11/3/2014,17710,104265.0,enterprise,routine,15-6529,17710.pdf,No data,No data,No data,No data
11/4/2014,17711,15123.81,phones,routine,15-5691,17711.pdf,No data,No data,No data,No data
11/20/2014,17732,8500.0,lexis nexis,routine,15-4684,17732.pdf,No data,No data,No data,No data
11/24/2014,17737,102644.73,enterprise,routine,15-6529,17737.pdf,No data,No data,No data,No data
11/25/2014,17741,15064.12,phones,routine,15-5691,17741.pdf,No data,No data,No data,No data
12/1/2014,17748,389823.46,hidta distribution correction,routine,15-6529,17748.pdf,No data,No data,No data,No data
12/2/2014,17755,24238.92,phones,routine,15-4684,17755.pdf,No data,No data,No data,No data
12/12/2014,17763,5960.0,drug testing,routine,15-5691,17763.pdf,No data,No data,No data,No data
12/12/2014,17765,5894.25,lexis nexis,routine,15-5691,17765.pdf,No data,No data,No data,No data
12/17/2014,17767,13994.47,car repair,routine,15-5691,17767.pdf,No data,No data,No data,No data
12/17/2014,17769,104811.75,enterprise,routine,15-6529,17769.pdf,No data,No data,No data,No data
1/2/2015,17772,7190.0,drug testing,routine,15-5293,17772.pdf,No data,No data,No data,No data
1/5/2015,17789,19015.98,phones,routine,15-5293,17789.pdf,No data,No data,No data,No data
1/5/2015,17790,15032.37,lexis nexis,routine,15-5293,17790.pdf,No data,No data,No data,No data
1/6/2015,17792,8500.0,lexis nexis,routine,"15-4684, 15-5293",17792.pdf,No data,No data,No data,No data
1/6/2015,17795,48012.0,"video retrieval, 12 dell laptops, cover hardware conflict",routine,"15-4684, 15-5293",17795.pdf,No data,No data,No data,No data
1/15/2015,17811,5811.5,lexis nexis,routine,15-5293,17811.pdf,No data,No data,No data,No data
1/22/2015,17820,8500.0,lexis nexis,routine,"15-4684, 15-5293",17820.pdf,No data,No data,No data,No data
1/23/2015,17827,106382.11,enterprise,routine,15-6529,17827.PDF,No data,No data,No data,No data
2/3/2015,17844,5716.0,lexis nexis,routine,15-5293,17844.pdf,No data,No data,No data,No data
2/4/2015,17849,15221.37,phones,routine,15-5293,17849.pdf,No data,No data,No data,No data
2/6/2015,17851,19408.89,phones,routine,P047880,17851.pdf,No data,No data,No data,No data
2/9/2015,17852,19980.55,school prevention programs,routine,P047880,17852.pdf,No data,No data,No data,No data
2/11/2015,17864,5884.0,"""clear services"" subscription",???????,P047880,17864.pdf,No data,No data,No data,No data
2/18/2015,17870,15083.17,phones,routine,P047880,17870.pdf,No data,No data,No data,No data
2/23/2015,17876,104790.78,enterprise,routine,P047880,17876.pdf,No data,No data,No data,No data
3/3/2015,17882,8500.25,lexis nexis,routine,P047880,17882.pdf,No data,No data,No data,No data
3/12/2015,17889,19644.76,"""realinfo accounts""",???????,P047880,17889.pdf,No data,No data,No data,No data
3/18/2015,17906,8500.0,lexis nexis,routine,P047880,17906.pdf,No data,No data,No data,No data
3/19/2015,17911,7193.58,??????????????,???????,P047880,17911.pdf,No data,No data,No data,No data
3/23/2015,17914,15087.78,phones,routine,P047880,17914.pdf,No data,No data,No data,No data
4/1/2015,17932,106650.04,no data,no data,No data,No data,5/20/16,Not received yet,No data,Personal e-mail
4/3/2015,17939,11418.0,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
4/10/2015,17941,19570.16,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
4/20/2015,17977,8500.0,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
4/24/2015,17983,15102.49,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
4/27/2015,17985,103033.08,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
5/4/2015,17994,18048.79,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
5/6/2015,17999,5631.0,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
5/12/2015,18015,9283.96,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
5/13/2015,18017,6000.0,no data,no data,No data,No data,5/20/16,No data,No data,Personal e-mail
5/20/2015,18022,8500.0,lexis nexis,routine,P049673,18022.pdf,5/31/16,Not received yet,No data,Personal e-mail
5/20/2015,18025,9018.67,simplynas,data storage,P049673,18025.pdf,5/31/16,No data,No data,Personal e-mail
6/1/2015,18028,105749.29,enterprise fleet services,routine,P049673,18028.pdf,5/31/16,No data,No data,Personal e-mail
6/1/2015,18037,15167.46,verizon wireless,boc phones,P049673,18037.pdf,5/31/16,No data,No data,Personal e-mail
6/1/2015,18040,5940.0,t mobile,"op ""busted holster""",P049673,18040.pdf,5/31/16,No data,No data,Personal e-mail
6/3/2015,18071,19570.16,at & t mobility,boc ptt phones,P049673,18071.pdf,5/31/16,No data,No data,Personal e-mail
6/3/2015,18074,5808.0,lexis nexis,routine,P049673,18074.pdf,5/31/16,No data,No data,Personal e-mail
6/15/2015,18087,665950.75,finance division check request,ocd vehicle project???,P049673,18087.pdf,5/31/16,No data,No data,Personal e-mail
6/15/2015,18088,6299.4,??? of st petersburg fl,?????,P049673,18088.pdf,5/31/16,No data,No data,Personal e-mail
6/15/2015,18089,136375.0,harris corp of melbourne fl,???,P049673,18089.pdf,5/31/16,No data,No data,Personal e-mail
6/19/2015,18091,8500.0,lexis nexis,routine,P048112,18331.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
6/19/2015,18093,6834.09,"??????????  ""bulk narcotics destruction""???",??????,P048112,18093.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
6/22/2015,18097,15504.01,phones,routine,P048112,18097.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
6/24/2015,18106,5705.75,lexis nexis,routine,P048112,18106.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
7/1/2015,18108,108794.29,enterprise rentals,routine,P048112,18108.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
7/9/2015,18120,6174.55,"??????????  ""narcotics related investigations""???",??????,P048112,18120.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
7/10/2015,18123,5154.9,sony cameras and equipment,??????,P048112,18123.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
7/16/2015,18132,8616.01,dell computers,routine,P048112,18132.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
7/16/2015,18134,5411.2,dell computers,routine,P048112,18134.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
7/20/2015,18147,61771.34,phones,routine,P048112,18147.pdf,5/31/16,No data,No data,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
7/20/2015,18142,14980.25,verizon boc phones,routine,P048201,18142.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
7/20/2015,18144,8500.0,lexis nexis,routine,P048201,18144.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
7/27/2015,18155,20447.5,at&t boc phones,routine,P048201,18155.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/3/2015,18163,6344.2,canon cameras from b&h video,??????,P048201,18163.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/12/2015,18184,5815.0,lexis nexis,routine,P048201,18184.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/17/2015,18189,108495.66,enterprise rentals,routine,P048201,18189.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/19/2015,18192,8500.0,lexis nexis,routine,P048201,18192.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/19/2015,18193,5843.0,lexis nexis,routine,P048201,18193.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/26/2015,18202,51000.0,harris equipment invoice,surveillance,P048201,18202.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/26/2015,18203,15206.75,barracuda backup server,??????,P048201,18203.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
8/26/2015,18205,14213.88,pen-link pen registers,surveillance,P048201,18205.pdf,6/1/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
9/1/2015,18215,17709.95,redxdefense narcotics test kits,routine,P048197,18215.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/1/2015,18218,15821.65,verizon boc phones,routine,P048197,18218.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/1/2015,18219,7000.0,technical training course,routine,P048197,18219.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/3/2015,18226,116115.06,enterprise rentals,routine,P048197,18226.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/10/2015,18235,9333.3,pen-link pen registers,surveillance,P048197,18235.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/10/2015,18236,13183.5,servers from dhpc technologies,routine,P048197,18236.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/10/2015,18238,39540.0,extended warranty for filemaker servers,routine,P048197,18238.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/11/2015,18240,63980.0,ads invoice,??????,P048197,18240.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/11/2015,18241,33275.0,ads invoice,??????,P048197,18241.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/23/2015,18252,27200.0,harris training invoice,??????,P048197,18252.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
9/23/2015,18253,37700.0,harris training invoice,??????,P048197,18253.pdf,6/2/16,6/8/16,6/18/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
10/1/2015,18260,31741.36,dell computers,routine,P048200,18260.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/1/2015,18264,8500.0,lexis nexis,surveillance,P048200,18264.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/1/2015,18266,11002.99,shredder,routine,P048200,18266.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/1/2015,18268,15425.62,enterprise rentals,routine,P048200,18268.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/1/2015,18267,112458.16,verizon boc phones,routine,P048200,18267.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/2/2015,18274,21253.2,dell computers,routine,P048200,18274.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/2/2015,18271,9711.84,dell computers,routine,P048200,18271.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/2/2015,18272,8916.63,48tb hard drive for homan square security system,routine,P048200,18272.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/2/2015,18270,5577.85,at&t boc phones,routine,P048200,18270.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/5/2015,18277,10819.38,redxdefense training,??????,P048200,18277.pdf,6/2/16,6/9/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
10/8/2015,18280,9491.03,auto repairs,routine,P048199,18280.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/13/2015,18290,16579.55,team cameras from b&h video,??????,P048199,18290.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/13/2015,18295,6081.0,lexis nexis,routine,P048199,18295.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/20/2015,18315,728355.0,motorola radios,routine,P048199,18315.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/20/2015,18314,12975.53,worldwide technologies invoice,??????,P048199,18314.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/20/2015,18316,8548.0,dell computers,routine,P048199,18316.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/20/2015,18308,8500.0,lexis nexis,routine,P048199,18308.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/21/2015,18320,23600.0,research electronics international invoice,??????,P048199,18320.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
10/21/2015,18318,15348.21,pen-link pen registers,surveillance,P048199,18318.pdf,6/2/16,6/15/16,6/15/16,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
11/2/2015,18332,112194.91,enterprise,routine,P048194,18332.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18334,21809.0,phones,routine,P048194,18334.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18337,18225.96,dell computers,routine,P048194,18337.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18333,15750.96,phones,routine,P084194,18333.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18340,14453.52,dell computers,routine,P084194,18340.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18331,7947.67,car repair,routine,P048194,18331.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18336,5385.0,hdmi video retrieval kits,routine,P048194,18336.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18339,12837.51,dell computers,routine,P048194,18339.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18342,8436.02,dell computers,routine,P048194,18342.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18343,8436.02,dell computers,routine,P048194,18343.pdf,5/9/16,5/17/16,5/19/16,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
11/2/2015,18344,8812.08,dell computers,routine,No data,18344.pdf,5/13/16,No data,No data,Personal e-mail
11/2/2015,18345,7647.9,dell computers,routine,No data,18345.pdf,5/13/16,No data,No data,Personal e-mail
11/12/2015,18357,6325.0,tmobile,routine,No data,18357.pdf,5/13/16,No data,No data,Personal e-mail
11/13/2015,18361,18561.35,davis sign company of seatle washington,???,No data,18361.pdf,5/13/16,No data,No data,Personal e-mail
11/16/2015,18362,5224.0,lexis nexis,routine,No data,18362.pdf,5/13/16,No data,No data,Personal e-mail
11/17/2015,18369,8500.0,lexis nexis,routine,No data,18369.pdf,5/13/16,No data,No data,Personal e-mail
